DayofMonth,DayOfWeek,DepTime,CRSDepTime,UniqueCarrier,FlightNum,TailNum,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,ArrDelay
6,7,1258,1250,WN,440,N779SW,8,MCO,STL,880,5,13,-8
9,3,923,925,WN,2530,N341SW,-2,DAL,AMA,324,4,8,-5
6,7,1718,1715,WN,2611,N478WN,3,MHT,BWI,377,2,11,-5
4,5,735,735,WN,3481,N275WN,0,BDL,BWI,283,3,12,-4
8,2,745,740,WN,183,N276WN,5,FLL,MDW,1166,5,19,-1
9,3,659,700,WN,3483,N268WN,-1,BUR,OAK,325,6,13,-1
4,5,1545,1540,WN,484,N636WN,5,STL,OMA,342,3,7,3
6,7,1102,1055,WN,129,N221WN,7,MDW,CMH,284,3,13,4
8,2,1930,1935,WN,623,N796SW,-5,BHM,MSY,321,14,7,5
8,2,1816,1755,WN,490,N637SW,21,PIT,MDW,402,3,10,7
4,5,1111,1105,WN,451,N358SW,6,PDX,PHX,1009,7,9,10
4,5,1500,1450,WN,440,N751SW,10,STL,LAX,1593,6,8,12
6,7,1806,1740,WN,52,N505SW,26,CRP,HOU,187,3,7,26
8,2,910,825,WN,2969,N403WN,45,ELP,LAX,714,5,6,30
7,1,2124,2045,WN,3657,N208WN,39,BWI,ALB,288,2,7,30
5,6,850,745,WN,1144,N759GS,65,IND,PHX,1489,5,8,38
3,4,1549,1455,WN,374,N791SW,54,PIT,PHL,267,7,17,65
4,5,2003,1845,WN,746,N667SW,78,ABQ,AMA,277,5,15,87
8,2,1209,1215,WN,1916,N503SW,-6,MCI,MDW,405,6,6,-17
7,1,1805,1805,WN,1063,N284WN,0,DEN,OAK,957,8,13,-16
9,3,1122,1125,WN,748,N755SA,-3,CMH,TPA,829,5,8,-12
3,4,959,940,WN,687,N663SW,19,PHL,MCO,861,5,24,-12
6,7,2115,2115,WN,2458,N270WN,0,ONT,PHX,325,6,8,-7
5,6,1425,1425,WN,1568,N639SW,0,SEA,DEN,1024,8,9,-7
7,1,2032,2035,WN,2292,N391SW,-3,TPA,BWI,842,6,14,-4
8,2,1159,1145,WN,434,N348SW,14,FLL,PHL,992,7,14,-3
7,1,1410,1410,WN,3589,N333SW,0,RNO,BOI,335,3,7,-2
7,1,653,655,WN,731,N273WN,-2,LAS,ONT,197,6,14,-2
7,1,939,930,WN,2361,N387SW,9,MCO,PIT,834,6,6,-1
3,4,1559,1600,WN,940,N493WN,-1,OKC,HOU,419,20,8,5
5,6,1555,1545,WN,734,N623SW,10,PHX,BUR,369,1,7,7
3,4,1644,1635,WN,655,N728SW,9,MCI,PHX,1044,5,10,9
6,7,1546,1545,WN,734,N340LV,1,PHX,BUR,369,20,5,19
4,5,706,705,WN,3224,N308SA,1,BWI,PBI,883,5,46,23
6,7,1942,1920,WN,3498,N716SW,22,SNA,SMF,404,9,9,26
6,7,1723,1700,WN,1061,N260WN,23,LAX,OAK,337,3,6,27
3,4,2234,2155,WN,298,N450WN,39,SJC,ONT,333,3,5,28
6,7,1323,1305,WN,2965,N305SW,18,SAN,SJC,417,7,17,34
6,7,2322,2150,WN,1017,N249WN,92,RNO,LAS,345,12,12,99
6,7,1517,1520,WN,1338,N791SW,-3,PHL,PBI,951,4,9,-43
8,2,2119,2125,WN,549,N343SW,-6,BWI,MDW,611,5,9,-20
6,7,733,730,WN,967,N201LV,3,FLL,PHL,992,3,17,-15
5,6,1605,1605,WN,2107,N226WN,0,CMH,MCO,802,6,10,-9
8,2,1032,1030,WN,3062,N900WN,2,BWI,BDL,283,4,5,-4
6,7,908,910,WN,518,N461WN,-2,BHM,BNA,177,3,8,-3
7,1,1415,1415,WN,1502,N318SW,0,BNA,RDU,443,3,10,-2
7,1,913,915,WN,914,N363SW,-2,MAF,DAL,319,2,6,0
5,6,1248,1245,WN,3599,N209WN,3,TPA,PBI,174,5,7,0
7,1,1030,1030,WN,906,N627SW,0,LAS,ONT,197,3,24,4
9,3,936,930,WN,2019,N695SW,6,IAD,MDW,577,12,12,9
3,4,712,705,WN,243,N228WN,7,LAS,PHX,256,7,24,17
6,7,1823,1825,WN,549,N655WN,-2,JAX,ORF,543,23,9,17
6,7,1449,1420,WN,280,N708SA,29,TUS,LAS,365,5,7,31
7,1,1713,1645,WN,1660,N640SW,28,SLC,SEA,689,3,14,33
4,5,1052,1015,WN,304,N646SW,37,LAX,AUS,1242,6,21,36
8,2,1833,1725,WN,2014,N609SW,68,HOU,BWI,1246,4,12,70
7,1,1530,1535,WN,563,N264LV,-5,PHL,RDU,336,6,11,-21
3,4,1128,1125,WN,530,N229WN,3,RNO,PDX,444,4,7,-13
3,4,1106,1105,WN,3946,N708SA,1,SJC,BUR,296,2,6,-5
5,6,828,830,WN,3413,N781WN,-2,DTW,MDW,229,4,7,-4
8,2,846,845,WN,614,N338SW,1,BNA,HOU,670,4,10,-4
5,6,1412,1410,WN,3234,N770SA,2,HOU,MSY,303,4,7,-3
9,3,1451,1450,WN,154,N357SW,1,AUS,DAL,189,5,6,-3
9,3,647,645,WN,337,N600WN,2,LAS,LAX,236,8,10,1
5,6,741,740,WN,2111,N284WN,1,LAX,LAS,236,6,9,2
5,6,1507,1500,WN,640,N338SW,7,JAX,FLL,318,4,9,4
6,7,1211,1200,WN,24,N521SW,11,HOU,DAL,239,3,7,6
7,1,908,910,WN,1008,N213WN,-2,MDW,ABQ,1121,5,7,9
9,3,1714,1645,WN,294,N331SW,29,ABQ,DEN,349,5,12,25
3,4,1214,1210,WN,1852,N239WN,4,MCO,MDW,989,34,10,29
4,5,1811,1740,WN,2186,N628SW,31,LAS,SAN,258,3,21,40
7,1,2031,1940,WN,2555,N714CB,51,BNA,CLE,448,8,8,45
4,5,1856,1820,WN,433,N488WN,36,LAS,SNA,226,6,23,46
3,4,1754,1655,WN,2263,N514SW,59,MDW,STL,251,4,6,53
5,6,1337,1130,WN,769,N304SW,127,LAX,SJC,308,3,9,126
9,3,1147,1150,WN,733,N346SW,-3,BWI,PBI,883,4,9,-17
5,6,1104,1105,WN,2703,N234WN,-1,SAN,PHX,304,4,10,-12
9,3,2118,2115,WN,2821,N235WN,3,DEN,OAK,957,6,21,-10
5,6,1034,1035,WN,3429,N732SW,-1,MCO,MHT,1142,4,10,-8
5,6,810,810,WN,337,N456WN,0,LAX,SMF,373,5,5,-4
7,1,746,745,WN,63,N708SA,1,STL,SDF,254,5,9,-1
7,1,747,740,WN,2126,N278WN,7,TUS,ABQ,321,4,7,1
6,7,1040,1040,WN,2195,N421LV,0,JAX,BNA,484,3,10,1
8,2,811,755,WN,3320,N685SW,16,OAK,MCI,1489,6,12,4
6,7,1838,1840,WN,1425,N791SW,-2,PBI,ISP,1052,4,9,5
7,1,1801,1800,WN,47,N700GS,1,DAL,HOU,239,4,7,5
7,1,613,615,WN,482,N236WN,-2,MDW,MCO,989,21,10,9
4,5,1505,1500,WN,877,N262WN,5,PHX,SMF,647,4,13,11
3,4,1004,950,WN,974,N410WN,14,STL,BWI,737,3,8,11
6,7,2025,2005,WN,556,N469WN,20,MDW,LAS,1521,5,8,15
7,1,1243,1235,WN,12,N326SW,8,LAS,SJC,386,2,26,20
7,1,1648,1605,WN,298,N789SW,43,BNA,LAS,1588,3,8,32
4,5,1749,1710,WN,50,N521SW,39,HRL,HOU,276,2,15,39
5,6,1800,1725,WN,1072,N798SW,35,RNO,LAS,345,8,23,47
4,5,748,750,WN,511,N230WN,-2,MDW,SAT,1036,3,7,-26
9,3,1049,1050,WN,387,N479WN,-1,CLE,MCO,895,8,6,-25
7,1,733,735,WN,467,N653SW,-2,MCO,MSY,550,2,10,-22
3,4,956,945,WN,2368,N786SW,11,PVD,MCO,1073,5,8,-19
6,7,703,700,WN,860,N344SW,3,BUF,MCO,1011,12,10,-17
7,1,1539,1540,WN,1107,N474WN,-1,LAX,BNA,1797,5,5,-11
9,3,1830,1830,WN,49,N519SW,0,DAL,HOU,239,3,7,-7
7,1,1205,1205,WN,2361,N387SW,0,PIT,MDW,402,5,14,-3
9,3,1346,1345,WN,2874,N367SW,1,BUR,SJC,296,3,8,-1
9,3,1913,1905,WN,1668,N785SW,8,BNA,CMH,338,3,10,0
7,1,1729,1735,WN,3428,N465WN,-6,FLL,JAX,318,7,27,1
9,3,1834,1825,WN,1568,N457WN,9,DEN,MCI,533,3,9,1
5,6,1215,1205,WN,61,N329SW,10,DAL,ABQ,580,5,9,6
6,7,1333,1325,WN,2470,N216WR,8,MDW,CMH,284,4,11,7
6,7,813,810,WN,70,N392SW,3,SEA,SLC,689,14,15,15
6,7,2127,2105,WN,271,N292WN,22,DAL,TUL,237,3,7,15
7,1,1031,1005,WN,521,N630WN,26,HOU,MSY,303,3,6,20
3,4,1415,1345,WN,2558,N337SW,30,SJC,ONT,333,5,8,26
9,3,1426,1355,WN,1328,N399WN,31,LAS,BUR,223,1,16,27
3,4,1656,1610,WN,283,N213WN,46,STL,CMH,410,5,10,43
5,6,2023,1925,WN,393,N699SW,58,PVD,MDW,842,4,9,45
4,5,1757,1645,WN,294,N251WN,72,ABQ,DEN,349,8,8,70
8,2,1137,1140,WN,2362,N267WN,-3,TPA,ORF,717,3,8,-26
4,5,954,1000,WN,63,N246LV,-6,SDF,BHM,323,2,7,-18
7,1,1135,1125,WN,1668,N250WN,10,LAX,MCI,1363,5,8,-18
4,5,1245,1245,WN,1236,N664WN,0,PIT,PHL,267,4,6,-16
3,4,1631,1620,WN,2199,N900WN,11,PHL,MDW,668,4,12,-15
7,1,1105,1110,WN,503,N342SW,-5,BUF,BWI,281,3,9,-14
7,1,628,630,WN,339,N412WN,-2,MDW,SAN,1728,3,5,-11
7,1,859,900,WN,1916,N515SW,-1,HOU,OKC,419,3,5,-5
9,3,1355,1350,WN,2101,N729SW,5,DAL,SAT,248,3,8,1
6,7,1838,1840,WN,3492,N740SW,-2,BNA,PHX,1448,5,8,2
8,2,1944,1940,WN,1403,N389SW,4,RNO,LAS,345,3,10,2
4,5,1903,1850,WN,455,N389SW,13,MCO,FLL,178,4,12,8
6,7,1737,1735,WN,725,N282WN,2,STL,LAS,1372,13,16,14
6,7,1720,1700,WN,3509,N261WN,20,MCO,FLL,178,3,15,20
4,5,1433,1355,WN,963,N327SW,38,SLC,DEN,391,7,9,30
3,4,1307,1235,WN,12,N361SW,32,LAS,SJC,386,4,10,32
7,1,1332,1250,WN,342,N488WN,42,PHX,HOU,1020,4,18,40
5,6,1738,1615,WN,933,N693SW,83,PHX,HOU,1020,4,6,73
8,2,625,630,WN,3846,N706SW,-5,MCO,BNA,616,4,6,-21
8,2,957,1000,WN,2039,N349SW,-3,SMF,PHX,647,5,10,-13
8,2,1050,1050,WN,3499,N233LV,0,RDU,MCO,534,10,6,-6
8,2,1346,1345,WN,221,N464WN,1,PHX,LAS,256,4,8,-5
7,1,1845,1850,WN,730,N784SW,-5,MCI,MCO,1072,7,10,-3
7,1,1203,1200,WN,1655,N688SW,3,TUS,LAX,451,5,8,-2
5,6,844,845,WN,426,N656SW,-1,STL,DTW,440,6,10,0
6,7,1042,1040,WN,535,N274WN,2,IND,LAS,1591,6,8,5
5,6,1639,1630,WN,42,N308SA,9,HOU,DAL,239,3,7,6
6,7,1945,1935,WN,426,N645SW,10,DAL,SAT,248,3,7,6
3,4,1357,1350,WN,3322,N519SW,7,TUL,PHX,935,6,9,8
5,6,1857,1840,WN,310,N619SW,17,BWI,PIT,210,6,7,9
7,1,731,730,WN,250,N611SW,1,LIT,PHX,1136,4,6,15
4,5,1528,1445,WN,771,N759GS,43,LAX,MDW,1750,7,11,27
5,6,2040,2025,WN,193,N707SA,15,PHX,LAX,370,11,10,28
8,2,1418,1345,WN,2874,N653SW,33,BUR,SJC,296,3,6,35
5,6,1648,1600,WN,416,N454WN,48,LAS,PVD,2363,5,17,43
5,6,914,850,WN,865,N453WN,24,LAS,OAK,407,5,20,43
7,1,1408,1240,WN,1006,N385SW,88,PHX,MCI,1044,4,17,80
7,1,1908,1910,WN,3407,N249WN,-2,BDL,TPA,1111,4,7,-28
5,6,643,650,WN,81,N621SW,-7,BNA,PHL,675,6,13,-12
8,2,1106,1110,WN,3047,N634SW,-4,RSW,BWI,919,3,13,-11
4,5,1712,1715,WN,1230,N330SW,-3,HOU,OKC,419,3,9,-10
4,5,1358,1400,WN,3771,N793SA,-2,DTW,BWI,408,4,11,-8
4,5,1144,1145,WN,2176,N503SW,-1,SAT,HOU,192,3,9,-6
8,2,652,650,WN,2972,N307SW,2,LAS,MCI,1140,5,15,-5
4,5,636,630,WN,1513,N391SW,6,SJC,LAX,308,3,17,-4
6,7,745,730,WN,2387,N786SW,15,LAS,SJC,386,3,7,11
3,4,646,635,WN,3949,N323SW,11,SLC,PHX,507,4,24,13
7,1,1805,1735,WN,1671,N302SW,30,LAX,ELP,714,4,8,17
6,7,1856,1835,WN,419,N487WN,21,BNA,BDL,852,5,9,18
5,6,1742,1720,WN,966,N690SW,22,PHX,ONT,325,6,7,20
6,7,1744,1720,WN,1430,N514SW,24,STL,MDW,251,5,14,27
4,5,1311,1240,WN,2969,N360SW,31,RNO,SLC,422,3,16,28
4,5,1724,1620,WN,2174,N608SW,64,SAT,HOU,192,3,9,58
4,5,1855,1700,WN,574,N286WN,115,DAL,ABQ,580,6,7,108
9,3,1631,1635,WN,570,N506SW,-4,DTW,BNA,457,4,8,-13
6,7,645,645,WN,557,N437WN,0,SLC,DEN,391,7,14,-10
4,5,1538,1540,WN,2734,N790SW,-2,MCO,RDU,534,6,8,-6
3,4,859,855,WN,1167,N490WN,4,OAK,PHX,646,5,9,-3
4,5,853,850,WN,1655,N347SW,3,MCI,ABQ,718,4,10,-3
7,1,920,925,WN,501,N510SW,-5,STL,DAL,546,3,13,-2
4,5,1110,1105,WN,983,N330SW,5,PVD,BWI,328,4,8,0
8,2,2053,2045,WN,1853,N686SW,8,SMF,BUR,358,3,8,1
8,2,1700,1700,WN,43,N399WN,0,DAL,HOU,239,3,9,2
7,1,659,700,WN,2544,N504SW,-1,MDW,OMA,423,3,11,3
6,7,1607,1555,WN,2093,N367SW,12,BHM,PHX,1455,6,13,5
5,6,1903,1850,WN,2183,N654SW,13,HOU,AUS,148,5,6,7
9,3,1907,1845,WN,2025,N734SA,22,LAS,MDW,1521,5,16,17
8,2,1858,1830,WN,49,N506SW,28,DAL,HOU,239,2,9,25
6,7,2128,2050,WN,1166,N728SW,38,LAS,SLC,368,5,11,32
4,5,927,900,WN,96,N327SW,27,OAK,LAX,337,10,28,39
6,7,1754,1535,WN,70,N392SW,139,STL,MCO,880,6,10,134
3,4,1554,1340,WN,3587,N374SW,134,RSW,MDW,1105,33,6,159
8,2,953,955,WN,171,N444WN,-2,BWI,MCO,787,5,7,-22
5,6,1045,1040,WN,430,N272WN,5,MCO,HOU,848,4,6,-16
7,1,2129,2130,WN,886,N329SW,-1,FLL,TPA,197,5,11,-10
5,6,946,950,WN,974,N632SW,-4,STL,BWI,737,4,11,-9
8,2,1407,1410,WN,3589,N367SW,-3,RNO,BOI,335,3,8,-8
8,2,1726,1725,WN,962,N360SW,1,MCI,LAS,1140,4,8,-7
7,1,1356,1400,WN,714,N708SA,-4,SAT,HOU,192,4,8,-5
8,2,740,740,WN,1487,N523SW,0,SAT,DAL,248,2,5,-4
7,1,617,620,WN,629,N310SW,-3,MDW,MCI,405,5,8,1
6,7,1546,1535,WN,574,N659SW,11,TUL,DAL,237,3,8,6
7,1,1733,1715,WN,2383,N204WN,18,LAS,BUF,1987,6,11,7
4,5,1934,1935,WN,201,N295WN,-1,LAS,SNA,226,19,15,18
5,6,943,925,WN,151,N258WN,18,MDW,SLC,1258,11,12,23
6,7,1807,1740,WN,2612,N431WN,27,SAN,OAK,446,4,9,29
9,3,1717,1615,WN,1026,N456WN,62,HOU,LAX,1390,7,8,48
7,1,2148,2015,WN,203,N617SW,93,MDW,HOU,937,4,17,96
4,5,1703,1420,WN,2208,N386SW,163,GEG,OAK,723,6,9,175
8,2,1355,1350,WN,3516,N291WN,5,MHT,TPA,1204,8,8,-20
7,1,1615,1620,WN,510,N400WN,-5,DEN,LAS,629,7,7,-15
7,1,1445,1450,WN,154,N747SA,-5,AUS,DAL,189,3,12,-9
7,1,1142,1145,WN,806,N456WN,-3,SDF,MDW,271,4,7,-8
5,6,716,715,WN,1333,N207WN,1,PHX,OMA,1037,2,10,-6
9,3,1429,1430,WN,33,N515SW,-1,DAL,HOU,239,3,9,-6
5,6,855,855,WN,3602,N705SW,0,ONT,SMF,389,5,6,-5
7,1,1144,1145,WN,256,N367SW,-1,OAK,SEA,671,3,7,-4
9,3,733,735,WN,3481,N727SW,-2,BDL,BWI,283,4,14,1
6,7,1022,1020,WN,3419,N458WN,2,PHX,ELP,347,4,12,1
6,7,1006,1005,WN,1414,N699SW,1,PIT,BWI,210,4,8,3
7,1,1230,1220,WN,151,N457WN,10,SLC,GEG,546,3,11,6
5,6,1720,1710,WN,14,N450WN,10,ELP,HOU,677,4,13,15
3,4,1636,1600,WN,3669,N615SW,36,SFO,SAN,447,6,12,30
3,4,1742,1650,WN,2899,N671SW,52,LAX,SLC,590,4,13,46
5,6,1803,1705,WN,163,N207WN,58,MCO,MDW,989,5,16,55
5,6,1805,1730,WN,641,N603SW,35,LAS,SMF,397,32,10,62
5,6,1526,1345,WN,2614,N336SW,101,BUR,PHX,369,4,14,92
5,6,2210,1925,WN,632,N213WN,165,SFO,LAS,414,4,23,162
4,5,1817,1810,WN,3402,N741SA,7,OAK,TUS,747,4,7,-26
6,7,1052,1055,WN,2964,N214WN,-3,PIT,PHL,267,6,7,-13
8,2,2011,2005,WN,2731,N783SW,6,PVD,PHL,238,5,8,-13
4,5,1749,1755,WN,166,N731SA,-6,MDW,STL,251,4,11,-9
7,1,612,615,WN,348,N634SW,-3,ABQ,ELP,223,3,9,-6
7,1,1024,1025,WN,2538,N206WN,-1,BOI,GEG,287,4,10,-5
6,7,1550,1545,WN,2803,N756SA,5,PHX,LAS,256,4,5,-4
8,2,1729,1730,WN,186,N448WN,-1,JAN,HOU,359,3,10,-3
4,5,1958,1950,WN,194,N481WN,8,STL,PHX,1262,6,9,-2
8,2,640,640,WN,3760,N390SW,0,MDW,IAD,577,4,9,-1
5,6,1236,1225,WN,1506,N417WN,11,SNA,PHX,338,5,6,1
7,1,1427,1415,WN,806,N456WN,12,DEN,ABQ,349,4,9,3
4,5,1345,1340,WN,10,N693SW,5,PHX,BUR,369,2,9,7
7,1,1417,1350,WN,813,N306SW,27,BNA,AUS,756,6,8,21
8,2,1115,1115,WN,3763,N519SW,0,MDW,HOU,937,5,8,22
4,5,1459,1455,WN,354,N436WN,4,LAS,LAX,236,19,11,25
5,6,1728,1625,WN,84,N644SW,63,ONT,PHX,325,4,9,52
8,2,1306,1310,WN,3657,N445WN,-4,PHX,PIT,1813,4,13,-24
4,5,630,630,WN,341,N699SW,0,PHL,RDU,336,3,12,-20
7,1,1826,1830,WN,314,N615SW,-4,LAX,PHX,370,6,6,-12
5,6,1944,1935,WN,2361,N311SW,9,PHX,SEA,1107,3,11,-12
6,7,918,920,WN,837,N655WN,-2,MCO,PHL,861,5,11,-9
8,2,1733,1735,WN,1414,N443WN,-2,SAT,ELP,496,4,7,-8
6,7,723,725,WN,583,N309SW,-2,DAL,AMA,324,3,7,-8
6,7,1542,1535,WN,2039,N386SW,7,DEN,MCI,533,3,8,-3
6,7,2037,2040,WN,882,N723SW,-3,RDU,PHL,336,4,11,-3
6,7,814,815,WN,783,N361SW,-1,SAN,OAK,446,7,9,-3
9,3,1208,1200,WN,458,N459WN,8,BWI,PIT,210,3,9,0
8,2,713,715,WN,407,N388SW,-2,RDU,MDW,632,6,13,0
6,7,1528,1520,WN,2019,N333SW,8,BWI,ORF,159,4,8,1
9,3,1435,1435,WN,2370,N220WN,0,BUR,SMF,358,3,9,4
3,4,1157,1155,WN,3507,N238WN,2,PHX,LAS,256,4,21,5
3,4,743,740,WN,2908,N659SW,3,TPA,PHL,920,5,7,12
4,5,1950,1935,WN,1312,N527SW,15,DAL,AUS,189,4,10,16
4,5,1009,955,WN,2109,N427WN,14,OAK,ONT,361,6,22,20
3,4,1539,1505,WN,2796,N445WN,34,SNA,OAK,371,3,8,41
5,6,1818,1740,WN,2612,N746SW,38,SAN,OAK,446,14,7,48
6,7,855,820,WN,635,N423WN,35,MDW,SAN,1728,3,12,48
4,5,2234,2135,WN,1309,N675AA,59,PHX,SMF,647,4,11,60
8,2,1658,1600,WN,3669,N622SW,58,SFO,SAN,447,2,24,62
6,7,2126,1955,WN,412,N318SW,91,SJC,ONT,333,6,10,88
4,5,835,835,WN,364,N358SW,0,PHX,PDX,1009,13,13,-14
4,5,1328,1315,WN,990,N902WN,13,BUF,MCO,1011,4,7,-12
5,6,915,915,WN,773,N680AA,0,ONT,LAS,197,4,8,-9
7,1,620,620,WN,3343,N495WN,0,TPA,FLL,197,6,7,-8
7,1,1921,1925,WN,2093,N427WN,-4,PHX,SNA,338,5,5,-8
8,2,936,920,WN,1665,N421LV,16,HOU,FLL,957,4,7,-6
8,2,1649,1650,WN,675,N476WN,-1,PHX,LAS,256,2,8,-6
7,1,1626,1625,WN,623,N242WN,1,ISP,BWI,220,3,6,-6
5,6,1943,1930,WN,1416,N708SA,13,ALB,MCO,1073,4,8,-6
4,5,718,715,WN,1016,N742SW,3,IND,MDW,162,5,7,-4
7,1,1616,1615,WN,762,N220WN,1,MSY,BNA,471,4,10,-3
8,2,935,935,WN,3947,N341SW,0,TUL,LAS,1076,3,8,-3
5,6,1100,1100,WN,169,N550WN,0,FLL,MSY,673,3,18,0
4,5,835,835,WN,207,N394SW,0,SAT,PHX,843,5,11,10
5,6,742,740,WN,1016,N419WN,2,MDW,LAS,1521,3,12,15
5,6,2034,2015,WN,3512,N249WN,19,TPA,BHM,460,2,12,16
7,1,2100,2035,WN,3584,N483WN,25,LAX,SMF,373,3,10,22
5,6,1406,1340,WN,2472,N386SW,26,ONT,SJC,333,2,7,22
6,7,1321,1300,WN,1655,N647SW,21,LAX,OAK,337,3,8,23
9,3,1307,1215,WN,2445,N321SW,52,HOU,MDW,937,4,10,38
6,7,2103,1955,WN,1415,N642WN,68,PHX,ABQ,328,4,12,62
7,1,2220,2105,WN,570,N604SW,75,HOU,AUS,148,5,6,75
3,4,2130,1955,WN,3228,N717SA,95,MDW,FLL,1166,4,15,81
7,1,1441,1255,WN,1314,N750SA,106,SAN,OAK,446,5,9,102
8,2,1922,1925,WN,397,N902WN,-3,DAL,LIT,296,4,10,-7
9,3,2009,2015,WN,485,N358SW,-6,FLL,MDW,1166,6,14,-5
6,7,1027,1020,WN,898,N785SW,7,SEA,OAK,671,9,15,-1
5,6,1137,1125,WN,2969,N382SW,12,SJC,RNO,188,5,8,4
8,2,951,935,WN,2524,N604SW,16,ABQ,MDW,1121,5,11,5
4,5,1035,1030,WN,906,N643SW,5,LAS,ONT,197,4,14,7
4,5,840,825,WN,3145,N407WN,15,MDW,SMF,1790,5,7,19
5,6,1450,1425,WN,1609,N359SW,25,LAX,SJC,308,4,6,26
8,2,1337,1310,WN,1027,N794SW,27,BOI,RNO,335,5,11,33
5,6,1603,1530,WN,3307,N380SW,33,MCI,OAK,1489,5,9,48
8,2,1822,1650,WN,2437,N214WN,92,BWI,BNA,588,5,8,77
8,2,2233,2105,WN,941,N205WN,88,BNA,MDW,395,4,7,79
9,3,642,645,WN,1223,N494WN,-3,BWI,FLL,925,3,9,-21
6,7,2052,2030,WN,2451,N226WN,22,PVD,MCO,1073,6,5,-17
4,5,1043,1045,WN,470,N367SW,-2,IAD,MDW,577,5,15,-12
7,1,701,700,WN,1237,N240WN,1,MCO,DEN,1545,10,14,-9
9,3,1922,1925,WN,231,N258WN,-3,ABQ,OAK,889,8,8,-9
4,5,1548,1550,WN,1430,N512SW,-2,TUL,STL,351,4,8,-9
9,3,826,825,WN,2969,N646SW,1,ELP,LAX,714,9,7,-7
4,5,1828,1820,WN,959,N767SW,8,BNA,FLL,793,3,8,-6
9,3,613,615,WN,11,N375SW,-2,IND,MCI,451,5,10,-3
5,6,737,735,WN,1206,N475WN,2,PDX,MDW,1751,3,13,-2
7,1,631,630,WN,1163,N309SW,1,SAN,OAK,446,7,13,3
4,5,2114,2115,WN,160,N248WN,-1,PHX,SJC,621,12,9,8
3,4,818,805,WN,629,N376SW,13,MCI,TPA,1048,4,12,10
3,4,1806,1740,WN,26,N330SW,26,MDW,TPA,997,5,8,11
8,2,2143,2115,WN,632,N731SA,28,LAS,DEN,629,6,13,17
6,7,1849,1825,WN,29,N327SW,24,TPA,IAD,810,7,12,27
3,4,1620,1505,WN,1257,N507SW,75,MDW,MCI,405,4,12,67
9,3,1047,925,WN,341,N758SW,82,BNA,DEN,1013,7,9,73
8,2,1348,1220,WN,1684,N207WN,88,SFO,SAN,447,3,20,79
4,5,725,720,WN,499,N793SA,5,PVD,MCO,1073,8,7,-21
8,2,829,830,WN,619,N231WN,-1,PHX,LAS,256,3,10,-16
7,1,2125,2125,WN,1858,N275WN,0,SJC,LAS,386,4,7,-12
7,1,1710,1715,WN,3493,N298WN,-5,PHL,PVD,238,5,15,-12
5,6,800,805,WN,3772,N466WN,-5,OAK,BUR,325,5,11,-8
8,2,2021,2020,WN,51,N615SW,1,HOU,MCO,848,6,9,-6
4,5,1537,1535,WN,70,N351SW,2,STL,MCO,880,5,13,-3
7,1,635,635,WN,2031,N391SW,0,PVD,BWI,328,6,15,-1
5,6,1209,1200,WN,3149,N765SW,9,BDL,MDW,777,3,8,0
8,2,1531,1520,WN,700,N352SW,11,AUS,PHX,872,6,12,1
9,3,647,640,WN,19,N376SW,7,DTW,MDW,229,4,10,2
6,7,925,925,WN,1258,N723SW,0,LAS,OAK,407,6,15,3
7,1,1828,1825,WN,2359,N254WN,3,LAX,SJC,308,3,10,5
8,2,1706,1655,WN,3048,N653SW,11,LAX,TUS,451,3,8,6
3,4,735,735,WN,3676,N514SW,0,MSY,BNA,471,6,8,7
8,2,1424,1400,WN,1214,N395SW,24,SEA,SLC,689,2,9,7
7,1,1551,1530,WN,687,N623SW,21,AUS,SAN,1164,2,10,14
4,5,1434,1405,WN,1941,N211WN,29,SNA,SJC,342,4,9,27
3,4,1109,1055,WN,399,N621SW,14,MCO,DTW,957,9,18,28
6,7,1136,1100,WN,99,N450WN,36,BWI,PVD,328,5,13,42
3,4,2008,1900,WN,2273,N692SW,68,SAN,LAS,258,3,10,59
4,5,714,715,WN,1333,N328SW,-1,PHX,OMA,1037,2,9,-19
4,5,1325,1330,WN,146,N507SW,-5,STL,MDW,251,4,8,-15
6,7,801,805,WN,1002,N409WN,-4,DAL,ABQ,580,3,9,-14
7,1,1516,1520,WN,2101,N222WN,-4,SAT,LAS,1069,5,8,-11
7,1,1601,1600,WN,3669,N312SW,1,SFO,SAN,447,4,14,-8
4,5,1441,1440,WN,1151,N448WN,1,MCI,DEN,533,6,9,-6
7,1,1007,1010,WN,720,N215WN,-3,SLC,DEN,391,6,25,-5
9,3,1644,1645,WN,342,N264LV,-1,HOU,BHM,570,3,8,-1
7,1,741,740,WN,2111,N224WN,1,LAX,LAS,236,4,11,2
6,7,1406,1355,WN,37,N611SW,11,AMA,DAL,324,5,7,9
6,7,1412,1410,WN,176,N248WN,2,BNA,SAN,1751,6,11,16
7,1,1008,955,WN,647,N695SW,13,ONT,PHX,325,5,8,20
6,7,1845,1825,WN,794,N694SW,20,SDF,BWI,495,12,6,21
3,4,1136,1110,WN,511,N272WN,26,SAT,ELP,496,2,9,23
5,6,1940,1905,WN,1156,N510SW,35,DAL,STL,546,3,11,33
3,4,949,900,WN,1486,N613SW,49,LAX,SMF,373,5,8,43
6,7,2048,1910,WN,708,N704SW,98,RNO,LAS,345,7,8,96
